#
# FEATURE NAMES:
#  F0      T0      cA0       FR       TR       LM       TM       FW       FP       cA       cB       a1       a2 
#
13
1.000000 1.000000 1.000000 1.428571 1.153166 1.000000 1.000240 1.188577 1.002140 1.078303 0.984101 1.063167 1.000000 RECYCLE_FLOWMETER_STUCK_HIGH
1.000000 1.000000 1.000000 1.428571 1.153732 1.000000 1.000245 1.189290 1.002140 1.076019 0.984141 1.074435 1.000000 RECYCLE_FLOWMETER_STUCK_HIGH
1.000000 1.000000 1.000000 1.010416 1.037942 0.999789 1.000355 1.304090 0.998297 1.073812 0.984175 0.992677 0.995734 LEAK_FLOW_IN_REACTOR
1.000000 1.000000 1.000000 1.010212 0.998955 0.999567 1.000391 1.224365 0.993950 1.071684 0.984208 0.992908 0.991170 LEAK_FLOW_IN_REACTOR
1.000000 1.000000 1.000000 1.010013 0.988049 0.999350 1.000402 1.195081 0.989617 1.069631 0.984240 0.993135 0.986622 LEAK_FLOW_IN_REACTOR
1.000000 1.000000 1.000000 1.009822 0.985311 0.999134 1.000405 1.185984 0.985214 1.067652 0.984273 0.993358 0.981998 LEAK_FLOW_IN_REACTOR
1.000000 1.000000 1.000000 1.009639 0.984843 0.998919 1.000405 1.187002 0.980755 1.065745 0.984305 0.993578 0.977322 LEAK_FLOW_IN_REACTOR
1.000000 1.000000 1.000000 1.009366 0.984307 0.998918 1.000405 1.188019 0.980096 1.063903 0.984338 0.993775 0.976856 
1.000000 1.000000 1.000000 1.009091 0.984526 0.998927 1.000403 1.183912 0.979871 1.062122 0.984369 0.993963 0.976615 
1.000000 1.000000 1.000000 1.008825 0.985550 0.998937 1.000399 1.179749 0.979646 1.060397 0.984397 0.994146 0.976379 
1.000000 1.000000 1.000000 1.008567 0.986085 0.998946 1.000393 1.180664 0.979424 1.058729 0.984426 0.994325 0.976146 
